Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.1,430430,300,1434.8,1408.0,1280,2080,111.3,"void cub::_V_300304_SM_890::detail::reduce::DeviceReduceSingleTileKernel<cub::_V_300304_SM_890::detail::reduce::policy_selector_from_types<float, unsigned long long, cuda::std::__4::plus<void>>, float *, float *, int, cuda::std::__4::plus<void>, float, float, cuda::std::__4::identity>(T2, T3, T4, T5, T6, T8)"
0.1,391327,300,1304.4,1280.0,1248,3808,201.4,"lfs::training::kernels::<unnamed>::update_camera_loss_heatmap_kernel(const float *, int, float, float *, float *, unsigned long)"
0.1,368672,325,1134.4,1120.0,1120,1152,15.9,"void cub::_V_300304_SM_890::detail::radix_sort::DeviceRadixSortExclusiveSumKernel<cub::_V_300304_SM_890::detail::radix_sort::policy_selector_from_types<unsigned int, unsigned int, unsigned int>, unsigned int>(T2 *)"
0.1,333403,300,1111.3,1120.0,992,1472,33.1,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const float>, thrust::_V_300304_SM_890::device_ptr<const float>>, thrust::_V_300304_SM_890::device_ptr<float>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::ops::add_op, float *, const float *, const float *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.1,324511,300,1081.7,1088.0,1024,1184,19.4,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<float>>, thrust::_V_300304_SM_890::device_ptr<float>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::tensor_ops::DivideByFunctor, float *, float *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,258717,300,862.4,864.0,831,896,11.2,"void cub::_V_300304_SM_890::detail::scan::DeviceScanInitKernel<cub::_V_300304_SM_890::ScanTileState<unsigned long, (bool)1>>(T1, int)"
0.0,258239,25,10329.6,10400.0,8160,12096,1006.0,"edge_compute::rasterization::kernels::forward::preprocess_cu(const float3 *, const float3 *, const float4 *, const float *, const float4 *, unsigned int *, unsigned int *, ushort4 *, float2 *, float4 *, unsigned int, unsigned int, unsigned int, float, float, float, float, float, float, float, float, unsigned int, bool)"
0.0,242750,52,4668.3,3183.5,2880,6720,1709.7,"void cub::_V_300304_SM_890::detail::select::DeviceSelectSweepKernel<cub::_V_300304_SM_890::detail::select::policy_hub<float, bool, int, (bool)0, (cub::_V_300304_SM_890::SelectImpl)0>::Policy1000, thrust::_V_300304_SM_890::transform_iterator<lfs::core::ops::extract_value_op, thrust::_V_300304_SM_890::zip_iterator<cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const float>, thrust::_V_300304_SM_890::device_ptr<const unsigned char>>>, thrust::_V_300304_SM_890::use_default, thrust::_V_300304_SM_890::use_default>, thrust::_V_300304_SM_890::transform_iterator<lfs::core::ops::extract_mask_op, thrust::_V_300304_SM_890::zip_iterator<cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const float>, thrust::_V_300304_SM_890::device_ptr<const unsigned char>>>, thrust::_V_300304_SM_890::use_default, thrust::_V_300304_SM_890::use_default>, thrust::_V_300304_SM_890::device_ptr<float>, long *, cub::_V_300304_SM_890::ScanTileState<int, (bool)1>, void lfs::core::tensor_ops::<unnamed>::launch_masked_select_impl<float>(const T1 *, const unsigned char *, T1 *, unsigned long, unsigned long, CUstream_st *)::[lambda(bool) (instance 1)], cub::_V_300304_SM_890::NullType, int, cub::_V_300304_SM_890::detail::select::streaming_context_t<long, (bool)1>, (cub::_V_300304_SM_890::SelectImpl)0>(T2, T3, T4, T5, T6, T7, T8, T9, int, T10, cub::_V_300304_SM_890::detail::vsmem_t)"
0.0,205056,2,102528.0,102528.0,99072,105984,4887.5,"lfs::core::tensor_ops::<unnamed>::fused_segmented_transform_reduce_kernel(const float *, float *, unsigned long, unsigned long, lfs::core::tensor_ops::FusedPointwiseOpChain, int)"
0.0,165088,52,3174.8,1760.0,1280,5344,1881.3,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::zip_iterator<cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<float>, thrust::_V_300304_SM_890::device_ptr<const unsigned char>>>>, thrust::_V_300304_SM_890::device_ptr<float>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::ops::masked_fill_op<float>, float *, thrust::_V_300304_SM_890::zip_iterator<cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<float>, thrust::_V_300304_SM_890::device_ptr<const unsigned char>>>>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,141279,54,2616.3,1376.0,1344,4672,1388.4,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)0, (bool)1, cuda::std::__4::tuple<cuda::__4::counting_iterator<long>>, thrust::_V_300304_SM_890::device_ptr<long>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, cuda::__4::__callable_permitting_copied_arguments<thrust::_V_300304_SM_890::system::detail::generic::detail::compute_sequence_value<long>>, long *, cuda::__4::counting_iterator<long>>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,127039,60,2117.3,1216.0,1120,3456,1109.6,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const float>>, thrust::_V_300304_SM_890::device_ptr<unsigned char>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::ops::scalar_right_op<lfs::core::ops::greater_op, float>, unsigned char *, const float *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,116063,52,2232.0,1184.0,1152,3424,1121.0,"void cub::_V_300304_SM_890::detail::transform::transform_kernel<cub::_V_300304_SM_890::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::_V_300304_SM_890::device_ptr<const float>>, thrust::_V_300304_SM_890::device_ptr<unsigned char>>, int, cub::_V_300304_SM_890::detail::transform::always_true_predicate, lfs::core::ops::isnan_op, unsigned char *, const float *>(T2, int, bool, T3, T4, T5, cub::_V_300304_SM_890::detail::transform::kernel_arg<T6>...)"
0.0,107295,2,53647.5,53647.5,51904,55391,2465.7,"void lfs::core::tensor_ops::broadcast_row_kernel_float<lfs::core::ops::sub_op>(const float *, const float *, float *, unsigned long, unsigned long, bool, T1)"
0.0,102304,52,1967.4,1824.0,1408,2560,524.3,"void cub::_V_300304_SM_890::detail::reduce::DeviceReduceKernel<cub::_V_300304_SM_890::detail::reduce::policy_selector_from_types<long, unsigned int, cuda::std::__4::plus<long>>, thrust::_V_300304_SM_890::transform_iterator<lfs::core::ops::is_nonzero_bool_op, thrust::_V_300304_SM_890::device_ptr<const unsigned char>, long, long>, unsigned int, cuda::std::__4::plus<long>, long, cuda::std::__4::identity>(T2, T5 *, T3, cub::_V_300304_SM_890::GridEvenShare<T3>, T4, T6)"
0.0,74880,56,1337.1,1216.0,1152,1504,145.4,"void cub::_V_300304_SM_890::detail::reduce::DeviceReduceSingleTileKernel<cub::_V_300304_SM_890::detail::reduce::policy_selector_from_types<long, unsigned int, cuda::std::__4::plus<long>>, long *, long *, int, cuda::std::__4::plus<long>, long, long, cuda::std::__4::identity>(T2, T3, T4, T5, T6, T8)"
